"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_ratio_mixture","math","baseline","4","6","0.6667","0.6667","False","ratio,parts,concentrate,water","The ratio of concentrate to water is 2:5. Total parts = 2 + 5 = 7 parts. Each part corresponds to 42 L ? 7 = 6 L. Concentrate needed = 2 ? 6 L = 12 L. Water needed = 5 ? 6 L = 30 L"
"compute_ratio_mixture","math","memory","4","6","0.6667","0.6667","False","ratio,concentrate,water,total_check","**Memory Pattern:** Clean mix ratio = 2 parts concentrate : 5 parts water ? total parts = 7 **Calculation:** Total volume needed = 42 liters Concentrate portion = (2/7) ? 42 = **12"
"compute_average_speed","math","baseline","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** - First leg: 150 km - Second leg: 90 km **Time for each leg:** - Time? = Distance / Speed = 150 km ? 60 km/h = **2.5 hours** - Time? = 90 km ? 45 km/h = **2 hours** *"
"compute_average_speed","math","memory","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** 150 km + 90 km = **240 km** **Time for first leg:** 150 km ? 60 km/h = **2.5 hours** **Time for second leg:** 90 km ? 45 km/h = **2 hours** **Total time:** 2.5 h + 2 "
"compute_linear_equation","math","baseline","5","5","1","1","False","expand,combine,add_12,divide,answer","**Solution:** 3(x - 4) + 2x = 46 Expand: 3x - 12 + 2x = 46 Combine like terms: 5x - 12 = 46 Add 12 to both sides: 5x = 58 Divide by 5: x = 11.6 **Answer:** x = 11.6 (unitless)"
"compute_linear_equation","math","memory","5","5","1","1","False","expand,combine,add_12,divide,answer","**Task:** Solve for x: 3(x - 4) + 2x = 46. Show the algebra briefly. **Solution:** 1. Expand: 3x - 12 + 2x = 46 ? 5x - 12 = 46 2. Add 12 to both sides: 5x = 58 3. Divide by 5: x = "
"compute_probability_without_replacement","math","baseline","5","6","0.8333","0.8333","False","first_prob,second_prob,multiply,simplified,without_replacement","The probability both balls are red is calculated by multiplying the probabilities of drawing a red ball first, then another red ball without replacement. First draw: P(red) = 5 / ("
"compute_probability_without_replacement","math","memory","6","6","1","1","False","first_prob,second_prob,multiply,simplified,decimal,without_replacement","**Memory Pattern:** Relevant remembered experiences, compressed into cognitive cues: - **Task Type:** Probability calculation with replacement or without replacement. - **Given Qua"
"compute_ticket_table","math","baseline","1","5","0.2","0.2","False","team_a","Team A starts with 12 open tickets, closes 7, so it has **5** remaining (12 - 7 = 5). Team B starts with 20 open tickets, closes 13, so it has **7** remaining (20 - 13 = 7). Team A"
"compute_ticket_table","math","memory","3","5","0.6","0.6","False","team_a,team_b,total","Team A: 12 - 7 + 5 = 10 open tickets Team B: 20 - 13 + 4 = 11 open tickets Total open tickets: 10 + 11 = 21 Team with more: Team B (11 > 10)"
"compute_subscription_total","math","baseline","5","5","1","1","False","monthly,six_months,setup,credit,answer","The total cost is $19.99 per month for 6 months, which equals $119.94. Adding the $14.95 setup fee gives a subtotal of $134.89. Subtracting the $10 credit results in a final amount"
"compute_subscription_total","math","memory","4","5","0.8","0.8","False","monthly,six_months,setup,answer","**Relevant remembered experiences, compressed into cognitive cues:** - Subscription costs $19.99 per month for 6 months. - Setup fee is $14.95. - Credit of $10 is applied. **Task a"
"compute_tiered_pricing","math","baseline","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The bill is calculated as follows: - First 100 units at $0.12 each = $12.00 - Units above 100 (35 units) at $0.18 each = $6.30 - Fixed fee = $6.00 Total bill = $12.00 + $6.30 + $6."
"compute_tiered_pricing","math","memory","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","**Analysis:** The problem involves a tiered pricing structure with a fixed fee, so I will apply the correct rate to each portion of usage. - First 100 units at $0.12/unit ? 100 ? 0"
