"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_ratio_mixture","math","baseline","2","6","0.3333","0.3333","False","ratio,total_check","**Concentrate:** 18 L **Water:** 24 L *Uncertainty:* The ratio is exact (2:5), so no additional uncertainty exists beyond the given total volume of 42 liters. *Next action:* Mix th"
"compute_ratio_mixture","math","memory","2","6","0.3333","0.3333","False","ratio,total_check","**Task:** A cleaning mix uses concentrate and water in a 2:5 ratio. If you need 42 liters total, how many liters of concentrate and water are needed? **Answer:** - Concentrate: **1"
"compute_average_speed","math","baseline","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** - First leg: 150 km at 60 km/h ? Time = Distance / Speed = 150 / 60 = **2.5 hours**. - Second leg: 90 km at 45 km/h ? Time = 90 / 45 = **2 hours**. **Total distance:*"
"compute_average_speed","math","memory","3","6","0.5","0.5","False","total_distance,answer,units","**Task:** A car travels 150 km at 60 km/h, then 90 km at 45 km/h. What is the average speed for the whole trip? Show distance, time, and final units. **Memory Patterns (retrieved):"
"compute_linear_equation","math","baseline","4","5","0.8","0.8","False","expand,combine,add_12,divide","**Solution:** Expand and combine like terms: \[ 3(x - 4) + 2x = 46 \\ 3x - 12 + 2x = 46 \\ 5x - 12 = 46 \\ 5x = 58 \\ x = \frac{58}{5} = 11.6 \] **Uncertainty:** The equation is li"
"compute_linear_equation","math","memory","4","5","0.8","0.8","False","expand,combine,add_12,divide","**Task:** Solve for x: 3(x - 4) + 2x = 46. Show the algebra briefly. **Solution:** 1. Expand: 3x - 12 + 2x = 46 ? 5x - 12 = 46 2. Add 12 to both sides: 5x = 58 3. Divide by 5: x = "
"compute_probability_without_replacement","math","baseline","2","6","0.3333","0.3333","False","decimal,without_replacement","**Probability (without replacement):** \[ P(\text{both red}) = \frac{5}{8} \times \frac{4}{7} = \frac{20}{56} = \frac{5}{14} \approx 0.357 \]"
"compute_probability_without_replacement","math","memory","4","6","0.6667","0.6667","False","first_prob,second_prob,multiply,without_replacement","**Memory Pattern:** ""Probability of two independent events A and B is P(A) ? P(B)."" **Task Fit:** The problem involves drawing two balls without replacement from a finite set (5 re"
"compute_ticket_table","math","baseline","4","5","0.8","0.8","False","team_a,team_b,total,compare","**Open Tickets Remaining:** Team A: \(12 - 7 + 5 = 10\) Team B: \(20 - 13 + 4 = 11\) **Total Open Tickets:** \(10 + 11 = 21\) **Which Team Has More?** Team B has more open tickets "
"compute_ticket_table","math","memory","4","5","0.8","0.8","False","team_a,team_b,total,compare","Team A: 12 - 7 + 5 = 10 open tickets Team B: 20 - 13 + 4 = 11 open tickets Total open tickets: 10 + 11 = 21 Team B has more (11 vs. 10)."
"compute_subscription_total","math","baseline","4","5","0.8","0.8","False","monthly,six_months,setup,answer","**Total Cost:** $19.99 ? 6 = $119.94 (monthly fees) + $14.95 (setup fee) ? $10 (credit) = **$124.89**. **Uncertainty:** The credit amount is fixed at $10, but if the subscription w"
"compute_subscription_total","math","memory","4","5","0.8","0.8","False","monthly,six_months,setup,answer","**Total Cost:** $19.99 ? 6 = $119.94 (monthly fees) + $14.95 (setup fee) ? $10 (credit) = **$124.89**. **Uncertainty/Next Action:** - Verify if the credit is applied at checkout or"
"compute_tiered_pricing","math","baseline","4","5","0.8","0.8","False","first_tier,second_tier,fixed_fee,answer","**Bill:** $6 (fixed) + ($0.12 ? 100) + ($0.18 ? 35) = $6 + $12 + $6.30 = **$24.30** **Uncertainty:** None; the charge is linear above 100 units, so no rounding ambiguity."
"compute_tiered_pricing","math","memory","1","5","0.2","0.2","False","first_tier","**Answer:** $20.76 **Uncertainty/Next Action:** The calculation assumes standard pricing tiers (first 100 units at $0.12/unit, excess above 100 at $0.18/unit). If the utility has d"
