"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_ratio_mixture","math","baseline","6","6","1","1","False","ratio,parts,unit_part,concentrate,water,total_check","The cleaning mix uses concentrate and water in a 2:5 ratio for a total of 42 liters. The total parts are 2 plus 5, which equals 7 parts. Dividing the total volume of 42 liters by 7"
"compute_ratio_mixture","math","memory","6","6","1","1","False","ratio,parts,unit_part,concentrate,water,total_check","The total ratio parts are 2 plus 5, which equals 7 parts. The total quantity is 42 liters. Dividing 42 liters by 7 parts gives 6 liters per part. The concentrate is 2 parts, so 2 t"
"compute_average_speed","math","baseline","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","The car travels 150 km at 60 km/h, taking 2.5 hours, and then 90 km at 45 km/h, taking 2 hours. The total distance is 240 km and the total time is 4.5 hours. The average speed is 5"
"compute_average_speed","math","memory","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","The car travels 150 km and 90 km. The time for the first part is 150 km divided by 60 km/h, which is 2.5 hours. The time for the second part is 90 km divided by 45 km/h, which is 2"
"compute_linear_equation","math","baseline","2","5","0.4","0.4","False","combine,add_12","Given quantities are 3, 4, 2, and 46. Distribute 3 to get 3x minus 12, then add 2x to get 5x minus 12 equals 46. Add 12 to both sides to get 5x equals 58. Divide by 5 to find x equ"
"compute_linear_equation","math","memory","5","5","1","1","False","expand,combine,add_12,divide,answer","3(x - 4) + 2x = 46 3x - 12 + 2x = 46 5x - 12 = 46 5x = 58 x = 11.6 The value of x is 11.6."
"compute_probability_without_replacement","math","baseline","4","6","0.6667","0.6667","False","first_prob,second_prob,multiply,simplified","The bag contains 5 red balls and 3 blue balls, making a total of 8 balls. The probability of drawing the first red ball is 5 out of 8. After removing one red ball, there are 4 red "
"compute_probability_without_replacement","math","memory","4","6","0.6667","0.6667","False","first_prob,second_prob,multiply,simplified","The bag has 5 red balls and 3 blue balls, making a total of 8 balls. The probability of drawing a red ball first is 5 out of 8. After drawing one red ball, there are 4 red balls le"
"compute_ticket_table","math","baseline","5","5","1","1","False","team_a,team_b,total,compare,difference","Team A starts with 12 open tickets, closes 7, and receives 5 new tickets, resulting in 10 open tickets. Team B starts with 20 open tickets, closes 13, and receives 4 new tickets, r"
"compute_ticket_table","math","memory","4","5","0.8","0.8","False","team_a,team_b,total,compare","Team A starts with 12 open tickets, closes 7, and receives 5 new tickets, resulting in 10 open tickets. Team B starts with 20 open tickets, closes 13, and receives 4 new tickets, r"
"compute_subscription_total","math","baseline","5","5","1","1","False","monthly,six_months,setup,credit,answer","The subscription costs $19.99 per month for 6 months, plus a $14.95 setup fee, minus a $10 credit. The calculation is (6 ? $19.99) + $14.95 - $10.00, which equals $119.94 + $14.95 "
"compute_subscription_total","math","memory","4","5","0.8","0.8","False","monthly,six_months,setup,answer","The monthly cost is $19.99 per month for 6 months, the setup fee is $14.95, and the credit is $10. The total cost is $19.99 ? 6 + $14.95 - $10 = $119.94 + $14.95 - $10 = $124.89. T"
"compute_tiered_pricing","math","baseline","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The bill includes a fixed fee of $6, a charge of $0.12 per unit for the first 100 units, and $0.18 per unit for the 35 units above 100. The calculation is $6 + (100 \times 0.12) + "
"compute_tiered_pricing","math","memory","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The bill includes a fixed fee of $6. For the first 100 units, the cost is 100 units multiplied by $0.12 per unit, which equals $12.00. For the remaining 35 units (135 units minus 1"
