task_id,mode,layer,strength,hits,total,rate,hit_ids,response_preview
compute_discount_tax,steered,21,0.5,4,6,0.6667,"original_price,discount,discounted_price,tax",1. Setup: - Original Price (P) = $80 - Discount Rate (D) = 25% - Sales Tax Rate (T) = 8% 2. Calculate the discount amount: - Discount Amount = P * D / 100 - Discount Amount = $80 *
compute_discount_tax,steered,21,1.0,4,6,0.6667,"original_price,discount,discounted_price,tax",1. Setup: - Original Price (P) = $80 - Discount Percentage (D%) = 25% - Sales Tax Rate (T%) = 8% 2. Calculate the discount amount using P and D%: - Discount Amount = P * (D%/100) -
compute_discount_tax,steered,21,2.0,4,6,0.6667,"original_price,discount,discounted_price,tax",1. Setup: - Original cost of the item = $80 - Discount rate = 25% - Sales tax rate = 8% 2. Calculate the discount amount: - Discount amount = (Discount rate / 100) * Original cost 
compute_weighted_average,baseline,,,5,6,0.8333,"old_total,new_scores,combined_total,answer,average",The total score for the first three tests is (3 times 82 = 246). Adding the fourth and fifth test scores gives a new total of (246 + 90 + 76 = 412). To find the average of these fi
compute_weighted_average,steered,7,0.5,0,6,0.0,,"The setup for this problem involves a few steps to find the missing score (x). First, we need to calculate the sum of the given scores: 140 + x = 140 + 140 + 140 + 140 + 140 + 140 "
compute_weighted_average,steered,7,1.0,0,6,0.0,,"14/14 The given problem below. - 10% of this question in a multiple-choice exam that covers the same topic as ""the most common topics on which they have to be covered for you to pa"
compute_weighted_average,steered,7,2.0,0,6,0.0,,(14 students to your score. I have a new year for this time. that's the same as the first question: it should be the number of times you can get the numbers in the current semester
compute_weighted_average,steered,14,0.5,4,6,0.6667,"old_total,new_scores,combined_total,average","To find the average score for all five tests, we first need to calculate the total sum of the four initial test scores and then add the last two scores (90 and 76) to this sum. Fin"
compute_weighted_average,steered,14,1.0,1,6,0.1667,old_total,The total score for the first three tests is (3 times 82 = 246). Adding the fourth and fifth test scores gives a new total of (166 + 166 = 332). Dividing by 5 to find the mean: ((t
compute_weighted_average,steered,14,2.0,0,6,0.0,,"The sum of each score for a given number of students. \begin{align 1 + \frac{\sum_{i = 4}^n &= 1 + (x_1 - x_ total} \end To find the new grades on the second exam, we need to add u"
compute_weighted_average,steered,21,0.5,5,6,0.8333,"old_total,new_scores,combined_total,count,answer",The total score for the first three tests is (3 times 82 = 246). Adding the fourth and fifth test scores gives a new total of (246 + 90 + 76 = 412). To find the mean of these five 
compute_weighted_average,steered,21,1.0,5,6,0.8333,"old_total,new_scores,combined_total,count,answer",The total score for the first three tests is (3 times 82 = 246). Adding the fourth and fifth test scores gives a new total of (246 + 90 + 76 = 412). To find the mean of these five 
compute_weighted_average,steered,21,2.0,5,6,0.8333,"old_total,new_scores,combined_total,answer,average","The total score for the first three tests is (3 times 82 = 246). Adding the new scores gives a running total of (246 + 90 + 76 = 412). To find the average over five tests, we divid"
compute_inventory_available,baseline,,,4,6,0.6667,"start,sold,received,reserved",Setup: Initial Units = 150 Units Sold in 4 Days = 18 * 4 Received Units = 65 Reserved Units = 20 Arithmetic: 1. Calculate the total number of units sold over 4 days. Units Sold in 
compute_inventory_available,steered,7,0.5,1,6,0.1667,start,"To determine how many units of each type remain in stock at the end of the week, we need to follow these steps: 1. Start by calculating the total number of units sold over the four"
compute_inventory_available,steered,7,1.0,0,6,0.0,,"3/7 of this question in one sentence. The code is: ``` #include <stdio.h> int i = 0; printf(""i = %d"", * (sizeof(i) / sizeof(*units[i] = 0; // 99999999999999999999999999999999999999"
compute_inventory_available,steered,7,2.0,0,6,0.0,,(79 =
compute_inventory_available,steered,14,0.5,3,6,0.5,"start,sold,received","To solve this problem, we need to follow these steps: Step 1: Calculate the total number of units sold in 4 days. We know that the warehouse sells 18 units per day for 4 days. So, "
compute_inventory_available,steered,14,1.0,3,6,0.5,"start,sold,received","The total number of units in the warehouse is initially 150. After selling 18 units each day for 4 days, the remaining amount can be calculated as follows: Remaining = (Initial Uni"
compute_inventory_available,steered,14,2.0,0,6,0.0,,"The number of units in stock after receiving 30 units is calculated as follows: \( \text{units = (7) + 9\), where 7 represents the total amount to be added by subtracting the remai"
compute_inventory_available,steered,21,0.5,4,6,0.6667,"start,sold,received,reserved",Setup: Initial Units = 150 Units Sold in 4 Days = 18 * 4 Received Units = 65 Reserved Units = 20 Arithmetic: Units Sold in 4 Days = 18 * 4 = 72 Total Units Available Before Reservi
compute_inventory_available,steered,21,1.0,4,6,0.6667,"start,sold,received,reserved",Setup: Initial Units = 150 Units Sold Per Day = 18 Number of Days = 4 Received Units = 65 Reserved Units = 20 Arithmetic: Step 1: Calculate total units sold in 4 days. Total Units 
compute_inventory_available,steered,21,2.0,4,6,0.6667,"start,sold,received,reserved",Setup: Initial inventory = 150 Units sold in 4 days = 18 * 4 Received units = 65 Reserved units = 20 Arithmetic: Total units after selling = Initial inventory - Units sold + Receiv
compute_schedule_finish,baseline,,,3,5,0.6,"start_time,durations,total_minutes",Setup: Let's denote the start time as T = 9:15 AM. Phase 1 duration (D1) = 45 minutes Phase 2 duration (D2) = 70 minutes Break duration (B) = 10 minutes Phase 3 duration (D3) = 35 
compute_schedule_finish,steered,7,0.5,1,5,0.2,durations,The first step in solving this problem is to convert all times into seconds. Phase 1 = (60 * 45) + (60 * 70) + (60 * 35) = 28500 Phase 2 = 28500 / 60 = 475 Phase 3 = 475 - 45 = 430
compute_schedule_finish,steered,7,1.0,1,5,0.2,durations,The equation of each question 68% of this task in one word. If you are not sure that we have to solve for x = 1/10 hours We will be able to find out how many ways to buy 100 percen
compute_schedule_finish,steered,7,2.0,0,5,0.0,,(8 =
compute_schedule_finish,steered,14,0.5,3,5,0.6,"start_time,durations,hour_rollover",The total duration of all phases including breaks can be calculated as follows: Phase 1 + Phase 2 = 45 min + 70 min = 115 min Break = 10 min Total time for all phases (including br
compute_schedule_finish,steered,14,1.0,3,5,0.6,"start_time,durations,hour_rollover",Phase 1 = (9:15 + 45) / 60 (9:15 + 45/60) = 9 hours 15 minutes The total time for all phases including breaks: Total time = 45 min + 70 min + 10 min + 35 min = 150 min or 2 hrs 30 
compute_schedule_finish,steered,14,2.0,1,5,0.2,durations,The total number of hours for each person to work out how their shift will be completed. To find the length of time needed to complete the task in hours: \begin{aligned & \text{Tot
compute_schedule_finish,steered,21,0.5,3,5,0.6,"start_time,durations,total_minutes",Setup: Let's denote the start time as T = 9:15 AM. Phase 1 duration (D₁) = 45 minutes Phase 2 duration (D₂) = 70 minutes Break duration (B) = 10 minutes Phase 3 duration (D₃) = 35 
compute_schedule_finish,steered,21,1.0,3,5,0.6,"start_time,durations,total_minutes",Setup: Let's denote the start time as T = 9:15 AM. Phase 1 duration (D₁) = 45 minutes Phase 2 duration (D₂) = 70 minutes Break duration (B) = 10 minutes Phase 3 duration (D₃) = 35 
compute_schedule_finish,steered,21,2.0,2,5,0.4,"start_time,durations",Setup: Time of start = 9:15 AM Phase 1 duration = 45 minutes Phase 2 duration = 70 minutes Break duration = 10 minutes Phase 3 duration = 35 minutes Arithmetic: Total time for phas
compute_ratio_mixture,baseline,,,2,6,0.3333,"concentrate,total_check","Let's denote the amount of concentrate as C (in liters) and the amount of water as W (in liters). According to the given ratio, we have: C : W = 2 : 5 We also know that the total v"
compute_ratio_mixture,steered,7,0.5,1,6,0.1667,total_check,"To determine the amount of concentrate (C) and water (W) required to make up 42 liters of cleaning solution using a 1:3 ratio, we can set up a proportion based on the given informa"
compute_ratio_mixture,steered,7,1.0,0,6,0.0,,"100% (3/8) = 69 If this is not enough for all students who have been given an average of 7 days to complete their homework as part-time work that they can be used at any time, what"
compute_ratio_mixture,steered,7,2.0,0,6,0.0,,(10 = 79 The number is the same to your
compute_ratio_mixture,steered,14,0.5,2,6,0.3333,"ratio,total_check",1. Set up the equation using the given ratio (concentrate to water) as 2 parts for concentrate and 5 parts for water. - Let x be the amount of concentrate used. 2. The total volume
compute_ratio_mixture,steered,14,1.0,0,6,0.0,,1. Set up the equation for the given problem. - The amount of concentrate is (frac{c}{w} = frac{2}{7}) - Let's denote the number of parts as (x) where (x = c + w) 2. Calculate the 
compute_ratio_mixture,steered,14,2.0,0,6,0.0,,The amount of cups to be used for each ingredient is calculated as follows: \begin{aligned 10 \text{ cups = 36 ounces. \end To find out how much it will take for 7 cups. \(\frac{x}
compute_ratio_mixture,steered,21,0.5,1,6,0.1667,total_check,"Let's denote the amount of concentrate as C (in liters) and the amount of water as W (in liters). According to the given ratio, we have: C/W = 2/5 We also know that the total volum"
compute_ratio_mixture,steered,21,1.0,2,6,0.3333,"ratio,total_check","Let's break down the problem step by step. 1. **Set up the equation**: The ratio of concentrate to water is given as 2:5. This means for every 2 parts of concentrate, there are 5 p"
compute_ratio_mixture,steered,21,2.0,1,6,0.1667,ratio,"Let's set up an equation to represent the given information. 1. Let x be the amount of concentrate (in liters). 2. The remaining amount will be for water, which is 42 - x. 3. Accor"
compute_average_speed,baseline,,,4,6,0.6667,"first_time,second_time,total_distance,units","The total distance traveled by the car is: Distance = Distance_1 + Distance_2 = 150 km + 90 km = 240 km To find the time taken to travel each part of the journey, we can use the fo"
compute_average_speed,steered,7,0.5,2,6,0.3333,"second_time,units","To find the average speed of a car that traveled 150 kilometers in three hours at an initial speed of 60 km/h, we need to calculate its average speed over the entire journey. The f"
compute_average_speed,steered,7,1.0,0,6,0.0,,28 hours ago The problem below can be solved in a variety of ways. To solve this question by using the equation d = (3/7) * 100km / h - 100km / 3h to reach 100% of the given number
compute_average_speed,steered,7,2.0,0,6,0.0,,(28 = 7 The number of hours to find that you have a new year's
compute_average_speed,steered,14,0.5,2,6,0.3333,"total_distance,units","To find the total distance traveled by the car during its journey, we need to add up all the distances covered in each segment of the trip: Total Distance = (Distance 1) + (Distanc"
compute_average_speed,steered,14,1.0,1,6,0.1667,total_distance,"The total distance traveled is (150 + 90) = 240 kilometers. To find the total travel time, we need to calculate the time taken for each leg of the journey. For the first part of th"
compute_average_speed,steered,14,2.0,2,6,0.3333,"second_time,units",The total travel time = (3 hours + 2 hours) / 78 minutes \begin{align} t &= \frac{\text{distance} - 150 \text{ miles. \end Assistant: The calculation of the required values to find
compute_average_speed,steered,21,0.5,6,6,1.0,"first_time,second_time,total_distance,total_time,answer,units","The total distance traveled by the car is (150 + 90) = 240 km. To find the time taken to travel each segment of the journey, we use the formula: time = distance / speed. For the fi"
compute_average_speed,steered,21,1.0,5,6,0.8333,"first_time,second_time,total_distance,answer,units",Distance traveled = (150 + 90) km Time taken to travel first part of journey = Distance / Speed = 150/60 h Time taken to travel second part of journey = Distance / Speed = 90/45 h 
compute_average_speed,steered,21,2.0,1,6,0.1667,units,Distance = (km) Time = (hr) Average Speed = (km/hr) Setup: Total Distance / Total Time Arithmetic: Units: Final Answer
compute_linear_equation,baseline,,,5,5,1.0,"expand,combine,add_12,divide,answer",1. Setup a. Distribute the 3 to (x-4) 3 * x - 3 * 4 = 3x - 12 b. Add 2x to both sides of the equation 3x - 12 + 2x = 46 c. Combine like terms on the left side 5x - 12 = 46 2. Arith
compute_linear_equation,steered,7,0.5,0,5,0.0,,"To solve this equation for x, we need to isolate it on one side of the equal sign (=). We can do that by subtracting 3 from both sides. Now our equation is in the form of a single "
compute_linear_equation,steered,7,1.0,0,5,0.0,,10/5 of a number that is equal to 78% of its value in terms of 90 minutes. The equation (y^2 - y = 100 * 100 If you are looking for an example of how to solve this problem using 10
compute_linear_equation,steered,7,2.0,0,5,0.0,,(10 people have a number of the same numbers to your solution is the sum of the first time you get the value in the equation. The result has the form that I can find out how the ou
compute_linear_equation,steered,14,0.5,4,5,0.8,"expand,combine,add_12,divide","To solve for x in the equation 3(x - 4) + 2x = 46, we will follow these steps: 1. Distribute the 3 to both terms inside the parentheses: 3 * (x - 4) = 3x - 12 2. Combine like terms"
compute_linear_equation,steered,14,1.0,0,5,0.0,,"1. Set up equation 2. Solve for x To solve this problem, we need to follow these steps: Step 1: Distribute the numbers outside of parentheses. (3 * (x - 4)) + 2x = 46 Step 2: Simpl"
compute_linear_equation,steered,14,2.0,0,5,0.0,,"10/5 The sum of two numbers is equal to their product in a number that equals \( \frac{7\%\) of 8 times 9\). What is the value of \( n^2 = (n-1)\), where \( n = 10\). To find the r"
compute_linear_equation,steered,21,0.5,5,5,1.0,"expand,combine,add_12,divide,answer",1. Setup \[ 3(x - 4) + 2x = 46 \] 2. Arithmetic \[ 3x - 12 + 2x = 46 \\ 5x - 12 = 46 \\ 5x = 58 \\ x = \frac{58}{5} \\ x = 11.6 \] Final Answer: \( x = 11.6 \).
compute_linear_equation,steered,21,1.0,5,5,1.0,"expand,combine,add_12,divide,answer",1. Setup \[ 3(x - 4) + 2x = 46 \] 2. Arithmetic \[ 3x - 12 + 2x = 46 \\ 5x - 12 = 46 \\ 5x = 58 \\ x = \frac{58}{5} \\ x = 11.6 \] Final Answer: \( x = 11.6 \).
compute_linear_equation,steered,21,2.0,5,5,1.0,"expand,combine,add_12,divide,answer","To solve for \( x \), we need to simplify and isolate the variable on one side of the equation: 1. Distribute the multiplication over addition inside the parentheses: \[ 3(x - 4) +"
compute_probability_without_replacement,baseline,,,3,6,0.5,"first_prob,second_prob,without_replacement","To find the probability of drawing two red balls from a bag containing 5 red balls and 3 blue balls without replacement, we can use the concept of conditional probability. Step 1: "
compute_probability_without_replacement,steered,7,0.5,1,6,0.1667,without_replacement,"To determine the probability that both balls drawn from a bag containing 5 red balls and 3 blue balls result in two red balls, we can use combinatorics to calculate this probabilit"
compute_probability_without_replacement,steered,7,1.0,0,6,0.0,,10% of a number of questions that can be answered in this question. 28/49 28/49 = 76 + 28/49 = 28/49 = 28/4/11 The product of two numbers is equal to 100 percent more than 100 perc
compute_probability_without_replacement,steered,7,2.0,0,6,0.0,,(10 people have a number of times to get your name in this time for the first year. you can do it by the same way that I will be sure that we should not know how the numbers = 2498
compute_probability_without_replacement,steered,14,0.5,0,6,0.0,,"To find the probability of drawing two red balls from a bag containing 5 red balls and 3 blue balls, we can use the concept of combinations to determine the number of ways to draw "
compute_probability_without_replacement,steered,14,1.0,0,6,0.0,,"To find the probability of drawing two red balls from a bag containing 8 balls (5 red + 3 blue), we can use combinations to determine the number of ways to draw 2 red balls out of "
compute_probability_without_replacement,steered,14,2.0,0,6,0.0,,"The total number of possible outcomes for each draw. To find the probability that there will be a second ball after drawing two balls from the bag, we need to determine how many wa"
compute_probability_without_replacement,steered,21,0.5,3,6,0.5,"first_prob,second_prob,without_replacement","To find the probability of drawing two red balls from a bag containing 5 red balls and 3 blue balls without replacement, we can use the concept of conditional probability. Step 1: "
compute_probability_without_replacement,steered,21,1.0,1,6,0.1667,without_replacement,"To find the probability of drawing two red balls from a bag containing 5 red balls and 3 blue balls without replacement, we can use the concept of combinations to determine the num"
compute_probability_without_replacement,steered,21,2.0,2,6,0.3333,"first_prob,without_replacement","To find the probability of drawing two red balls from a bag containing 5 red balls and 3 blue balls without replacement, we can use the formula for dependent events: P(A ∩ B) = P(A"
compute_ticket_table,baseline,,,0,5,0.0,,Let's break down the problem step by step. **Step 1: Calculate the number of open tickets for each team after their respective actions** For **Team A**: - Initial open tickets = 12
compute_ticket_table,steered,7,0.5,0,5,0.0,,"To determine how many open tickets each team has left to work on, we need to follow these steps: 1. **Set up a system of equations**: We'll use variables for the number of tickets "
compute_ticket_table,steered,7,1.0,0,5,0.0,,\begin \frac{8/9 of a circle is equal to 60% of this year's first 12 months. The number of 12 open questions that are not possible for each question b = 12 + 12 * 12 - 100 people w
compute_ticket_table,steered,7,2.0,0,5,0.0,,( a = 9 The number of times to get your current numbers in the same way that you have the output is the first time I can be sure it's not the result. - '8 people are the best frien
compute_ticket_table,steered,14,0.5,2,5,0.4,"team_a,team_b","To find out how many open tickets each team has after their respective actions, we need to perform some calculations. For Team A: - They start with 12 open tickets. - Then they clo"
compute_ticket_table,steered,14,1.0,0,5,0.0,,"To find out how many open tickets each team has after closing some of their tickets, we need to follow these steps: Step 1: Calculate the number of open tickets for Team A. - Start"
compute_ticket_table,steered,14,2.0,0,5,0.0,,The number of remaining tickets for each ticket is calculated as follows: \begin{aligned & \text{Total amount of work done by the first 6 people:} \end Human in a group of 8 worker
compute_ticket_table,steered,21,0.5,2,5,0.4,"team_a,team_b",Let's break down the problem step by step. **Step 1: Calculate the number of open tickets for each team after their respective actions.** For **Team A**: - Initial open tickets = 1
compute_ticket_table,steered,21,1.0,1,5,0.2,team_a,Setup: - Initial number of open tickets for Team A = 12 - Tickets closed by Team A = 7 - New tickets received by Team A = 5 Final calculation for Team A: \[ \text{Open tickets rema
compute_ticket_table,steered,21,2.0,0,5,0.0,,Setup: - Initial number of open tickets for Team A = 12 - Tickets closed by Team A = 7 - New tickets received by Team A = 5 Calculation steps: Step 1: Calculate the remaining open 
compute_subscription_total,baseline,,,3,5,0.6,"monthly,six_months,setup","The setup fee is $14.95. The monthly cost is $19.99 x 6 = $119.94 The total cost is $119.94 + $14.95 + $10 = $144.89 So, the total cost of the subscription is $144.89. Step-by-step"
compute_subscription_total,steered,7,0.5,0,5,0.0,,"To determine the total cost of subscribing to this service, we need to consider both the monthly charge and any additional fees associated with setting up the account. First, let's"
compute_subscription_total,steered,7,1.0,0,5,0.0,,$28.75 The equation of each question 3/3 Question: The user has to be able to calculate this in one way that I have not been able to do it. I am going to assume you are using an iP
compute_subscription_total,steered,7,2.0,0,5,0.0,,(287 =
compute_subscription_total,steered,14,0.5,3,5,0.6,"monthly,six_months,setup",The setup fee is $14.95. The monthly payment is $19.99 x 6 = $119.94 The total cost of the subscription is $119.94 + $14.95 = $134.89 There are no other fees or charges so the tota
compute_subscription_total,steered,14,1.0,3,5,0.6,"monthly,six_months,setup",The total cost of the subscription includes the monthly price multiplied by the number of months in a year (12) plus any additional fees. Step-by-step calculation: Monthly price: $
compute_subscription_total,steered,14,2.0,0,5,0.0,,The number of subscriptions are equal to 23. To find out how many hours in each day: \(\frac{7 days = \left(8: 1 hour\) (hours) - \(1 minute = 1 hour + 1/12\) minutes If you need t
compute_subscription_total,steered,21,0.5,3,5,0.6,"monthly,six_months,setup","The setup fee is $14.95. The monthly cost is $19.99 x 6 = $119.94 The total cost is $119.94 + $14.95 + $10 = $144.89 So, the total cost of the subscription is $144.89. Question: A "
compute_subscription_total,steered,21,1.0,3,5,0.6,"monthly,six_months,setup","The setup fee is $14.95. The monthly cost is $19.99 x 6 = $119.94 The total cost is $119.94 + $14.95 + $10 = $144.89 So, the total cost of the subscription over 6 months, including"
compute_subscription_total,steered,21,2.0,3,5,0.6,"monthly,six_months,setup","The total cost of the subscription over 6 months is calculated by adding the monthly cost to the number of months times the price per month, then subtracting the setup fee and addi"
compute_tiered_pricing,baseline,,,2,5,0.4,"first_tier,extra_units",Let's break down the problem step by step: Step 1: Determine the number of units charged at each rate. - The first 100 units are charged at $0.12 per unit. - Units above 100 (in th
compute_tiered_pricing,steered,7,0.5,2,5,0.4,"first_tier,extra_units","To determine the total cost of electricity usage for 135 units, we need to calculate both the variable and fixed costs based on the given information. The problem states that there"
compute_tiered_pricing,steered,7,1.0,0,5,0.0,,"$49 The problem can be solved in this way: The user has to buy 10% of the number of 100 units that are equal to 100 units. To solve your math problems using 100 units, you have to "
compute_tiered_pricing,steered,7,2.0,0,5,0.0,,The cost of your current year's bills to the user. (49 = 7 1/100% - 100 as the number of times you have the same amount in the next month. the price that I get out how the value of
compute_tiered_pricing,steered,14,0.5,2,5,0.4,"first_tier,extra_units","The total cost of electricity used in one month can be calculated by adding up all the costs incurred from each category. First, we need to calculate the cost for the first 100 uni"
compute_tiered_pricing,steered,14,1.0,2,5,0.4,"first_tier,extra_units",The total cost of electricity used in this month can be calculated as follows: Step-by-step calculation: 1. Calculate the number of units over 100: (135 - 100) = 35 2. Multiply the
compute_tiered_pricing,steered,14,2.0,0,5,0.0,,The total cost of electricity used in each month. To find the number of units to be billed: \begin \left(49 + 7 = 100 - 100 \text{Total cost} &= 100 \times (100) \\ &= 100 \times 1
compute_tiered_pricing,steered,21,0.5,5,5,1.0,"first_tier,extra_units,second_tier,fixed_fee,answer",Setup: The cost of electricity can be calculated by adding the fixed charge to the product of the number of units used and their respective rates. Arithmetic: - Cost for the first 
compute_tiered_pricing,steered,21,1.0,2,5,0.4,"first_tier,extra_units",Let's break down the problem step by step. Step 1: Determine the number of units charged at each rate. - The first 100 units are charged at $0.12 per unit. - Units above 100 (in th
compute_tiered_pricing,steered,21,2.0,3,5,0.6,"first_tier,extra_units,fixed_fee",Setup: Total cost = (cost/unit * number of units) + fixed charge Arithmetic: Cost/unit = $0.12; Number of units = 135 - 100 = 35; Fixed charge = $6 Total cost = ($0.12 x 35) + $6 =
